date,site,visit_number,quadrat,flower_species,inflorescene_type,avg_flow_inflorescene,num_plants,num_flower
6/24/2020,schafer_knob,1,9,ECHPAL,flower,1,1,1
6/24/2020,schafer_knob,1,10,TRIPRA,head,21,na,11
6/24/2020,schafer_knob,1,10,ECHPAL,flower,1,1,2
6/25/2020,clear_creek_south,1,1,TRAOHI,flower,1,1,1
6/25/2020,clear_creek_south,1,2,TRAOHI,flower,1,1,1
6/25/2020,clear_creek_south,1,3,TRAOHI,flower,1,1,4
6/25/2020,clear_creek_south,1,3,PENDIG,flower,1,1,2
6/25/2020,clear_creek_south,1,4,TRAOHI,flower,1,1,2
6/25/2020,clear_creek_south,1,5,TRAOHI,flower,1,1,2
6/25/2020,clear_creek_south,1,5,PENDIG,flower,1,2,12
6/25/2020,clear_creek_south,1,6,TRAOHI,flower,1,2,3
6/25/2020,clear_creek_south,1,6,PENDIG,flower,1,4,49
6/25/2020,clear_creek_south,1,7,TRAOHI,flower,1,3,13
6/25/2020,clear_creek_south,1,8,PENDIG,flower,1,2,5
6/25/2020,clear_creek_south,1,9,TRAOHI,flower,1,2,6
6/25/2020,clear_creek_south,1,9,PENDIG,flower,1,1,8
6/25/2020,clear_creek_south,1,10,TRAOHI,flower,1,4,8
6/25/2020,doug_dot_unit,1,1,ERIANN,flower,1,1,10
6/25/2020,doug_dot_unit,1,2,None,na,0,0,0
6/25/2020,doug_dot_unit,1,3,TRIHYB,head,19,na,26
6/25/2020,doug_dot_unit,1,4,TRIHYB,head,19,na,8
6/25/2020,doug_dot_unit,1,5,None,na,0,0,0
6/25/2020,doug_dot_unit,1,6,None,na,0,0,0
6/25/2020,doug_dot_unit,1,7,None,na,0,0,0
6/25/2020,doug_dot_unit,1,8,ECHPAL,flower,1,1,1
6/25/2020,doug_dot_unit,1,8,BAPALB,flower,1,1,21
6/25/2020,doug_dot_unit,1,9,None,na,0,0,0
6/25/2020,doug_dot_unit,1,10,ECHPAL,flower,1,2,2
6/25/2020,doug_dot_unit,1,10,TRAOHI,flower,1,1,1
6/25/2020,seven_knobs,1,1,TRIPRA,head,37,na,6
6/25/2020,seven_knobs,1,1,TRIHYB,head,11,na,3
6/25/2020,seven_knobs,1,2,ECHPAL,flower,1,1,1
6/25/2020,seven_knobs,1,2,TRIPRA,head,37,na,1
6/25/2020,seven_knobs,1,3,TRIPRA,head,37,na,2
6/25/2020,seven_knobs,1,3,RUDHIR,flower,1,1,1
6/25/2020,seven_knobs,1,3,ECHPAL,flower,1,1,1
6/25/2020,seven_knobs,1,4,TRIPRA,head,37,na,4
6/25/2020,seven_knobs,1,5,PENDIG,flower,1,1,6
6/25/2020,seven_knobs,1,5,TRIPRA,head,37,na,13
6/25/2020,seven_knobs,1,6,TRIHYB,head,11,na,1
6/25/2020,seven_knobs,1,6,POLPOL,flower,1,2,12
6/25/2020,seven_knobs,1,7,ACHMIL,head,42,1,1
6/25/2020,seven_knobs,1,7,TRIPRA,head,37,na,18
6/25/2020,seven_knobs,1,8,TRIPRA,head,37,na,24
6/25/2020,seven_knobs,1,8,TRIHYB,head,11,na,1
6/25/2020,seven_knobs,1,9,TRIPRA,head,37,na,5
6/25/2020,seven_knobs,1,10,TRIPRA,head,37,na,4
6/25/2020,seven_knobs,1,10,ECHPAL,flower,1,2,2
6/25/2020,coneflower_trash_knob,1,1,ECHPAL,flower,1,2,3
6/25/2020,coneflower_trash_knob,1,1,TRIPRA,head,37,na,17
6/25/2020,coneflower_trash_knob,1,2,RUDHIR,flower,1,2,7
6/25/2020,coneflower_trash_knob,1,2,ECHPAL,flower,1,2,5
6/25/2020,coneflower_trash_knob,1,2,ACHMIL,head,41,4,10
6/25/2020,coneflower_trash_knob,1,2,TRIPRA,head,37,na,15
6/25/2020,coneflower_trash_knob,1,3,TRIPRA,head,37,na,9
6/25/2020,coneflower_trash_knob,1,3,TRIHYB,head,9,na,2
6/25/2020,coneflower_trash_knob,1,3,POLPOL,flower,1,6,32
6/25/2020,coneflower_trash_knob,1,4,TRIHYB,head,9,na,55
6/25/2020,coneflower_trash_knob,1,4,ACHMIL,head,41,1,1
6/25/2020,coneflower_trash_knob,1,5,TRIPRA,head,37,na,40
6/25/2020,coneflower_trash_knob,1,5,RUDHIR,flower,1,1,1
6/25/2020,coneflower_trash_knob,1,6,RUDHIR,flower,1,6,7
6/25/2020,coneflower_trash_knob,1,6,TRIPRA,head,37,na,24
6/25/2020,coneflower_trash_knob,1,6,ERISTR,flower,1,1,6
6/25/2020,coneflower_trash_knob,1,7,ERISTR,flower,1,1,20
6/25/2020,coneflower_trash_knob,1,7,TRIPRA,head,37,na,1
6/25/2020,coneflower_trash_knob,1,8,TRIPRA,head,37,na,2
6/25/2020,coneflower_trash_knob,1,8,TRIHYB,head,9,na,2
6/25/2020,coneflower_trash_knob,1,8,ERISTR,flower,1,1,5
6/25/2020,coneflower_trash_knob,1,9,ERISTR,flower,1,2,28
6/25/2020,coneflower_trash_knob,1,9,DIAARM,flower,1,4,10
6/25/2020,coneflower_trash_knob,1,9,ACHMIL,head,41,1,2
6/25/2020,coneflower_trash_knob,1,10,RUDHIR,flower,1,5,7
6/25/2020,coneflower_trash_knob,1,10,ERISTR,flower,1,3,9
6/25/2020,coneflower_trash_knob,1,10,POLPOL,flower,1,1,6
6/25/2020,coneflower_trash_knob,1,10,TRIHYB,head,9,na,2
6/25/2020,stone_barn_prairie,1,1,ACHMIL,head,1,1,1
6/25/2020,stone_barn_prairie,1,1,ANECYL,flower,12,1,1
6/25/2020,stone_barn_prairie,1,2,PENDIG,flower,1,1,2
6/25/2020,stone_barn_prairie,1,2,TRIPRA,head,18,na,10
6/25/2020,stone_barn_prairie,1,3,TRIPRA,head,19,na,32
6/25/2020,stone_barn_prairie,1,4,TRIHYB,head,8,na,4
6/25/2020,stone_barn_prairie,1,5,TRIPRA,head,19,na,2
6/25/2020,stone_barn_prairie,1,5,PENDIG,flower,1,1,1
6/25/2020,stone_barn_prairie,1,6,None,na,0,0,0
6/25/2020,stone_barn_prairie,1,7,TRIPRA,head,19,na,4
6/25/2020,stone_barn_prairie,1,7,PENDIG,flower,1,1,2
6/25/2020,stone_barn_prairie,1,7,DIAARM,flower,1,2,3
6/25/2020,stone_barn_prairie,1,7,ANECYL,flower,1,1,1
6/25/2020,stone_barn_prairie,1,8,None,na,0,0,0
6/25/2020,stone_barn_prairie,1,9,TRIPRA,head,19,na,10
6/25/2020,stone_barn_prairie,1,10,None,na,0,0,0
6/26/2020,big_woods,1,1,None,na,0,0,0
6/26/2020,big_woods,1,2,RUDHIR,flower,1,1,1
6/26/2020,big_woods,1,2,ERISTR,flower,1,1,4
6/26/2020,big_woods,1,3,ECHPAL,flower,1,1,1
6/26/2020,big_woods,1,3,TRIHYB,head,9,na,2
6/26/2020,big_woods,1,4,RUDHIR,flower,1,4,4
6/26/2020,big_woods,1,4,ERIANN,flower,1,1,3
6/26/2020,big_woods,1,5,None,na,0,0,0
6/26/2020,big_woods,1,6,RUDHIR,flower,1,1,11
6/26/2020,big_woods,1,6,ERISTR,flower,1,1,1
6/26/2020,big_woods,1,7,ECHPAL,flower,1,1,2
6/26/2020,big_woods,1,8,RUDHIR,flower,1,1,2
6/26/2020,big_woods,1,9,ECHPAL,flower,1,1,3
6/26/2020,big_woods,1,10,ECHPAL,flower,1,1,1
6/26/2020,thelma_carpenter,1,1,ECHPAL,flower,1,1,1
6/26/2020,thelma_carpenter,1,1,ACHMIL,head,28,1,2
6/26/2020,thelma_carpenter,1,2,None,na,0,0,0
6/26/2020,thelma_carpenter,1,3,ECHPAL,flower,1,1,1
6/26/2020,thelma_carpenter,1,4,TRIHYB,head,12,na,5
6/26/2020,thelma_carpenter,1,5,None,na,0,0,0
6/26/2020,thelma_carpenter,1,6,ECHPAL,flower,1,1,3
6/26/2020,thelma_carpenter,1,7,ECHPAL,flower,1,2,7
6/26/2020,thelma_carpenter,1,7,CORPAL,flower,1,na,4
6/26/2020,thelma_carpenter,1,8,ACHMIL,head,28,2,6
6/26/2020,thelma_carpenter,1,8,HETVIL,flower,1,4,10
6/26/2020,thelma_carpenter,1,8,CORPAL,flower,1,na,2
6/26/2020,thelma_carpenter,1,8,ERISTR,flower,1,1,8
6/26/2020,thelma_carpenter,1,8,TEPVIR,flower,1,1,8
6/26/2020,thelma_carpenter,1,9,DRYARG,flower,1,1,1
6/26/2020,thelma_carpenter,1,9,CORPAL,flower,1,na,1
6/26/2020,thelma_carpenter,1,9,HETVIL,flower,1,1,1
6/26/2020,thelma_carpenter,1,9,ACHMIL,head,28,1,4
6/26/2020,thelma_carpenter,1,10,ECHPAL,flower,1,1,3
6/27/2020,oak_island,2,1,TRIPRA,head,25,na,4
6/27/2020,oak_island,2,1,DIAARM,flower,1,1,2
6/27/2020,oak_island,2,2,CORPAL,flower,1,na,3
6/27/2020,oak_island,2,2,TRIPRA,head,25,na,11
6/27/2020,oak_island,2,3,TRIPRA,head,25,na,17
6/27/2020,oak_island,2,4,TRIPRA,head,25,na,13
6/27/2020,oak_island,2,4,TRIHYB,head,11,na,7
6/27/2020,oak_island,2,5,ECHPAL,flower,1,1,3
6/27/2020,oak_island,2,6,TRIPRA,head,25,na,6
6/27/2020,oak_island,2,6,TRIHYB,head,11,na,6
6/27/2020,oak_island,2,7,TRIPRA,head,25,na,14
6/27/2020,oak_island,2,7,ECHPAL,flower,1,1,1
6/27/2020,oak_island,2,8,TRIHYB,head,11,na,7
6/27/2020,oak_island,2,8,ECHPAL,flower,1,1,2
6/27/2020,oak_island,2,9,TRIHYB,head,11,na,3
6/27/2020,oak_island,2,9,ECHPAL,flower,1,1,2
6/27/2020,oak_island,2,10,ECHPAL,flower,1,1,1
6/27/20,eight_oaks,1,1,ERISTR,flower,1,1,7
6/27/20,eight_oaks,1,2,ERISTR,flower,1,1,6
6/27/20,eight_oaks,1,2,ERIANN,flower,1,4,50
6/27/20,eight_oaks,1,2,RUDHIR,flower,1,2,2
6/27/20,eight_oaks,1,2,TRIPRA,head,26,na,2
6/27/20,eight_oaks,1,3,ERISTR,flower,1,1,5
6/27/20,eight_oaks,1,3,TRIPRA,head,26,na,1
6/27/20,eight_oaks,1,3,RUDHIR,flower,1,8,18
6/27/20,eight_oaks,1,3,TRIHYB,head,19,na,3
6/27/20,eight_oaks,1,4,TRIHYB,head,19,na,20
6/27/20,eight_oaks,1,4,RUDHIR,flower,1,1,1
6/27/20,eight_oaks,1,5,RUDHIR,flower,1,1,5
6/27/20,eight_oaks,1,5,ACHMIL,head,50,1,1
6/27/20,eight_oaks,1,6,TRIHYB,head,19,na,19
6/27/20,eight_oaks,1,7,TRIHYB,head,19,na,38
6/27/20,eight_oaks,1,8,TRIHYB,head,19,na,18
6/27/20,eight_oaks,1,8,RUDHIR,flower,1,2,2
6/27/20,eight_oaks,1,9,RUDHIR,flower,1,1,1
6/27/20,eight_oaks,1,9,TRIHYB,head,19,na,4
6/27/20,eight_oaks,1,9,ERISTR,flower,1,5,43
6/27/20,eight_oaks,1,9,ACHMIL,head,50,1,1
6/27/20,eight_oaks,1,10,ACHMIL,head,50,1,1
6/27/2020,holland_prairie_east,2,1,BAPALB,flower,1,1,23
6/27/2020,holland_prairie_east,2,2,CORPAL,flower,1,1,1
6/27/2020,holland_prairie_east,2,2,RUDHIR,flower,1,na,1
6/27/2020,holland_prairie_east,2,2,TRIHYB,head,23,na,4
6/27/2020,holland_prairie_east,2,3,ACHMIL,head,33,3,19
6/27/2020,holland_prairie_east,2,4,TRIPRA,head,27,na,30
6/27/2020,holland_prairie_east,2,4,CORPAL,flower,1,na,1
6/27/2020,holland_prairie_east,2,5,None,na,0,0,0
6/27/2020,holland_prairie_east,2,6,PARINT,flower,1,1,19
6/27/2020,holland_prairie_east,2,6,TRIPRA,head,27,na,15
6/27/2020,holland_prairie_east,2,7,TRIPRA,head,27,na,17
6/27/2020,holland_prairie_east,2,7,ECHPAL,flower,1,1,1
6/27/2020,holland_prairie_east,2,8,ECHPAL,flower,1,1,3
6/27/2020,holland_prairie_east,2,8,ERIANN,flower,1,4,116
6/27/2020,holland_prairie_east,2,9,TRIPRA,head,27,na,16
6/27/2020,holland_prairie_east,2,9,ECHPAL,flower,1,2,2
6/27/2020,holland_prairie_east,2,10,ECHPAL,flower,1,2,2
6/27/2020,holland_prairie_east,2,10,TRIPRA,head,27,na,9
6/27/2020,holland_prairie_east,2,10,BAPALB,flower,1,1,17
6/27/2020,holland_prairie_east,2,10,TRIHYB,head,21,na,3
6/29/2020,eight_oaks,2,1,ECHPAL,flower,1,1,1
6/29/2020,eight_oaks,2,1,ACHMIL,head,26,1,1
6/29/2020,eight_oaks,2,1,RUDHIR,flower,1,1,1
6/29/2020,eight_oaks,2,1,LOTCOR,flower,1,na,5
6/29/2020,eight_oaks,2,1,TRIHYB,head,10,na,1
6/29/2020,eight_oaks,2,2,ECHPAL,flower,1,1,1
6/29/2020,eight_oaks,2,2,TRIPRA,head,31,na,6
6/29/2020,eight_oaks,2,2,RUDHIR,flower,1,2,3
6/29/2020,eight_oaks,2,3,RUDHIR,flower,1,5,6
6/29/2020,eight_oaks,2,3,ACHMIL,head,26,1,2
6/29/2020,eight_oaks,2,3,TRIHYB,head,10,na,4
6/29/2020,eight_oaks,2,3,ERISTR,flower,1,2,20
6/29/2020,eight_oaks,2,4,RUDHIR,flower,1,1,1
6/29/2020,eight_oaks,2,4,ERISTR,flower,1,5,26
6/29/2020,eight_oaks,2,5,TRIHYB,head,10,na,1
6/29/2020,eight_oaks,2,6,None,na,0,0,0
6/29/2020,eight_oaks,2,7,ECHPAL,flower,1,1,1
6/29/2020,eight_oaks,2,7,ANECYL,flower,1,1,1
6/29/2020,eight_oaks,2,7,ERISTR,flower,1,1,5
6/29/2020,eight_oaks,2,8,PENDIG,flower,1,2,9
6/29/2020,eight_oaks,2,8,ERISTR,flower,1,3,23
6/29/2020,eight_oaks,2,9,None,na,0,0,0
6/29/2020,eight_oaks,2,10,TRIPRA,head,31,na,1
6/29/2020,eight_oaks,2,10,AMOCAN,spike,12,1,4
6/29/2020,kittentail_knob,1,1,ERIANN,flower,1,1,16
6/29/2020,kittentail_knob,1,2,TRIREP,head,11,na,8
6/29/2020,kittentail_knob,1,2,ACHMIL,head,63,1,1
6/29/2020,kittentail_knob,1,3,ECHPAL,flower,1,1,1
6/29/2020,kittentail_knob,1,3,TRIPRA,head,22,na,8
6/29/2020,kittentail_knob,1,3,TRIREP,head,11,na,1
6/29/2020,kittentail_knob,1,4,RUDHIR,flower,1,1,1
6/29/2020,kittentail_knob,1,4,ACHMIL,head,63,1,1
6/29/2020,kittentail_knob,1,5,RUDHIR,flower,1,3,4
6/29/2020,kittentail_knob,1,6,RUDHIR,flower,1,2,2
6/29/2020,kittentail_knob,1,6,ERISTR,flower,1,2,7
6/29/2020,kittentail_knob,1,6,TRIPRA,head,22,na,3
6/29/2020,kittentail_knob,1,6,TRIHYB,head,14,na,14
6/29/2020,kittentail_knob,1,7,None,na,0,0,0
6/29/2020,kittentail_knob,1,8,ERISTR,flower,1,5,23
6/29/2020,kittentail_knob,1,9,None,na,0,0,0
6/29/2020,kittentail_knob,1,10,BAPALB,flower,1,1,6
6/29/2020,kittentail_knob,1,10,ANECYL,flower,1,3,3
6/29/2020,west_heinkel,1,1,AMOCAN,spike,23,1,8
6/29/2020,west_heinkel,1,2,None,na,0,0,0
6/29/2020,west_heinkel,1,3,None,na,0,0,0
6/29/2020,west_heinkel,1,4,None,na,0,0,0
6/29/2020,west_heinkel,1,5,ECHPAL,flower,1,1,1
6/29/2020,west_heinkel,1,6,None,na,0,0,0
6/29/2020,west_heinkel,1,7,PARINT,flower,1,1,24
6/29/2020,west_heinkel,1,8,None,na,0,0,0
6/29/2020,west_heinkel,1,9,RUDHIR,flower,1,1,1
6/29/2020,west_heinkel,1,9,PYCTEN,flower,1,na,19
6/29/2020,west_heinkel,1,9,ERISTR,flower,1,1,7
6/29/2020,west_heinkel,1,10,RUDHIR,flower,1,2,2
6/29/2020,hook_larson,2,1,ACHMIL,head,73,2,2
6/29/2020,hook_larson,2,1,TRIPRA,head,46,na,12
6/29/2020,hook_larson,2,2,None,na,0,0,0
6/29/2020,hook_larson,2,3,TRIPRA,head,46,na,17
6/29/2020,hook_larson,2,3,ECHPAL,flower,1,5,8
6/29/2020,hook_larson,2,3,DRYARG,flower,1,1,1
6/29/2020,hook_larson,2,4,TRIPRA,head,46,na,10
6/29/2020,hook_larson,2,4,DRYARG,flower,1,1,2
6/29/2020,hook_larson,2,5,TRIPRA,head,46,na,22
6/29/2020,hook_larson,2,5,ECHPAL,flower,1,3,6
6/29/2020,hook_larson,2,5,BAPALB,flower,1,1,5
6/29/2020,hook_larson,2,5,DRYARG,flower,1,1,2
6/29/2020,hook_larson,2,6,TRIPRA,head,46,na,14
6/29/2020,hook_larson,2,6,CORPAL,flower,1,na,4
6/29/2020,hook_larson,2,6,ECHPAL,flower,1,1,1
6/29/2020,hook_larson,2,7,PARINT,flower,1,2,49
6/29/2020,hook_larson,2,7,TRIPRA,head,46,na,17
6/29/2020,hook_larson,2,7,ECHPAL,flower,1,1,1
6/29/2020,hook_larson,2,8,TRIPRA,head,46,na,6
6/29/2020,hook_larson,2,8,ECHPAL,flower,1,1,2
6/29/2020,hook_larson,2,9,ECHPAL,flower,1,2,2
6/29/2020,hook_larson,2,9,ACHMIL,head,73,1,2
6/29/2020,hook_larson,2,9,TRIPRA,head,46,na,1
6/29/2020,hook_larson,2,10,TRIPRA,head,46,na,1
6/29/2020,gobbler_ridge,1,1,ECHPAL,flower,1,1,2
6/29/2020,gobbler_ridge,1,2,ECHPAL,flower,1,1,1
6/29/2020,gobbler_ridge,1,2,HELHEL,flower,1,1,2
6/29/2020,gobbler_ridge,1,3,HELHEL,flower,1,1,1
6/29/2020,gobbler_ridge,1,3,CORPAL,flower,1,na,3
6/29/2020,gobbler_ridge,1,4,None,na,0,0,0
6/29/2020,gobbler_ridge,1,5,HELHEL,flower,1,2,2
6/29/2020,gobbler_ridge,1,6,None,na,0,0,0
6/29/2020,gobbler_ridge,1,7,CORPAL,flower,1,na,2
6/29/2020,gobbler_ridge,1,8,ECHPAL,flower,1,1,2
6/29/2020,gobbler_ridge,1,8,CORPAL,flower,1,na,3
6/29/2020,gobbler_ridge,1,9,TRIHYB,head,22,na,14
6/29/2020,gobbler_ridge,1,9,ECHPAL,flower,1,1,2
6/29/2020,gobbler_ridge,1,9,RUDHIR,flower,1,1,1
6/29/2020,gobbler_ridge,1,9,PARINT,flower,1,1,3
6/29/2020,gobbler_ridge,1,10,ECHPAL,flower,1,2,5
6/29/2020,gobbler_ridge,1,10,TRIHYB,head,22,na,3
6/29/2020,clear_creek_knolls,2,1,BAPALB,flower,1,1,6
6/29/2020,clear_creek_knolls,2,2,TRIPRA,head,27,na,21
6/29/2020,clear_creek_knolls,2,2,TRIREP,head,9,na,1
6/29/2020,clear_creek_knolls,2,3,ECHPAL,flower,1,2,4
6/29/2020,clear_creek_knolls,2,3,TRIPRA,head,27,na,8
6/29/2020,clear_creek_knolls,2,4,None,na,0,0,0
6/29/2020,clear_creek_knolls,2,5,ECHPAL,flower,1,2,4
6/29/2020,clear_creek_knolls,2,6,DRYARG,flower,1,1,1
6/29/2020,clear_creek_knolls,2,6,ECHPAL,flower,1,1,2
6/29/2020,clear_creek_knolls,2,7,DRYARG,flower,1,1,3
6/29/2020,clear_creek_knolls,2,7,TRIPRA,head,27,na,8
6/29/2020,clear_creek_knolls,2,8,None,na,0,0,0
6/29/2020,clear_creek_knolls,2,9,CORPAL,flower,1,na,4
6/29/2020,clear_creek_knolls,2,9,ECHPAL,flower,1,3,7
6/29/2020,clear_creek_knolls,2,9,TRIPRA,head,27,na,3
6/29/2020,clear_creek_knolls,2,10,ECHPAL,flower,1,3,10
6/30/2020,tellabs_center,1,1,None,na,0,0,0
6/30/2020,tellabs_center,1,2,PYCTEN,flower,1,na,2
6/30/2020,tellabs_center,1,3,BAPALB,flower,1,1,20
6/30/2020,tellabs_center,1,4,None,na,1,0,0
6/30/2020,tellabs_center,1,5,BAPALB,flower,1,1,8
6/30/2020,tellabs_center,1,6,None,na,0,0,0
6/30/2020,tellabs_center,1,7,BAPALB,flower,1,1,7
6/30/2020,tellabs_center,1,7,PYCTEN,flower,1,na,2
6/30/2020,tellabs_center,1,8,None,na,0,0,0
6/30/2020,tellabs_center,1,9,RUDHIR,flower,1,1,1
6/30/2020,tellabs_center,1,10,None,na,0,0,0
6/30/2020,tellabs_west,1,1,BAPALB,flower,1,1,8
6/30/2020,tellabs_west,1,2,CORPAL,flower,1,na,2
6/30/2020,tellabs_west,1,3,TRIREP,head,8,na,1
6/30/2020,tellabs_west,1,4,RUDHIR,flower,1,1,1
6/30/2020,tellabs_west,1,5,None,na,0,0,0
6/30/2020,tellabs_west,1,6,BAPALB,flower,1,1,6
6/30/2020,tellabs_west,1,7,None,na,0,0,0
6/30/2020,tellabs_west,1,8,None,na,0,0,0
6/30/2020,tellabs_west,1,9,None,na,0,0,0
6/30/2020,tellabs_west,1,10,BAPALB,flower,1,1,18
6/30/2020,eight_oaks,3,1,TRIHYB,head,12,na,16
6/30/2020,eight_oaks,3,2,BAPALB,flower,1,1,1
6/30/2020,eight_oaks,3,2,TRIHYB,head,12,na,5
6/30/2020,eight_oaks,3,3,RUDHIR,flower,1,2,2
6/30/2020,eight_oaks,3,3,ERIANN,flower,1,3,17
6/30/2020,eight_oaks,3,3,TRIHYB,head,12,na,3
6/30/2020,eight_oaks,3,4,RUDHIR,flower,1,7,17
6/30/2020,eight_oaks,3,4,ERISTR,flower,1,3,6
6/30/2020,eight_oaks,3,5,RUDHIR,flower,1,3,7
6/30/2020,eight_oaks,3,5,ERISTR,flower,1,1,9
6/30/2020,eight_oaks,3,5,TRIPRA,head,28,na,5
6/30/2020,eight_oaks,3,6,TRIPRA,head,28,na,1
6/30/2020,eight_oaks,3,7,TRIHYB,head,12,na,9
6/30/2020,eight_oaks,3,7,ERIANN,flower,1,1,10
6/30/2020,eight_oaks,3,7,ACHMIL,head,17,1,1
6/30/2020,eight_oaks,3,8,TRIHYB,head,12,na,1
6/30/2020,eight_oaks,3,9,TRIHYB,head,12,na,19
6/30/2020,eight_oaks,3,10,RUDHIR,flower,1,8,20
6/30/2020,eight_oaks,3,10,ERISTR,flower,1,3,9
6/30/2020,visitor_area,1,1,None,na,0,0,0
6/30/2020,visitor_area,1,2,CORPAL,flower,1,na,33
6/30/2020,visitor_area,1,2,TRIPRA,head,13,na,1
6/30/2020,visitor_area,1,3,ERISTR,flower,1,2,6
6/30/2020,visitor_area,1,4,TRIPRA,head,13,na,4
6/30/2020,visitor_area,1,5,None,na,0,0,0
6/30/2020,visitor_area,1,6,None,na,0,0,0
6/30/2020,visitor_area,1,7,MONFIS,head,13,1,1
6/30/2020,visitor_area,1,8,PENDIG,flower,1,1,8
6/30/2020,visitor_area,1,9,TRIPRA,head,13,na,3
6/30/2020,visitor_area,1,10,None,na,0,0,0
6/30/2020,dots_knob,1,1,TRIPRA,head,26,na,6
6/30/2020,dots_knob,1,2,TEPVIR,flower,1,1,29
6/30/2020,dots_knob,1,2,TRIHYB,head,14,na,5
6/30/2020,dots_knob,1,3,ERISTR,flower,1,1,8
6/30/2020,dots_knob,1,3,TEPVIR,flower,1,1,3
6/30/2020,dots_knob,1,4,HYPPER,flower,1,1,6
6/30/2020,dots_knob,1,5,AMOCAN,spike,33,2,33
6/30/2020,dots_knob,1,5,TRIPRA,head,26,na,3
6/30/2020,dots_knob,1,6,AMOCAN,spike,33,1,1
6/30/2020,dots_knob,1,7,ECHPAL,flower,1,2,2
6/30/2020,dots_knob,1,7,CIRPUM,flower,1,1,1
6/30/2020,dots_knob,1,8,None,na,0,0,0
6/30/2020,dots_knob,1,9,DIAARM,flower,1,1,4
6/30/2020,dots_knob,1,10,ECHPAL,flower,1,2,7
6/30/2020,dots_knob,1,10,TRIPRA,head,26,na,1
7/1/2020,visitor_area,2,1,ECHPAL,flower,1,1,2
7/1/2020,visitor_area,2,2,None,na,0,0,0
7/1/2020,visitor_area,2,3,TRIPRA,head,29,na,5
7/1/2020,visitor_area,2,4,ASCSYR,flower,1,1,43
7/1/2020,visitor_area,2,5,ECHPAL,flower,1,1,2
7/1/2020,visitor_area,2,6,TRIPRA,head,29,na,6
7/1/2020,visitor_area,2,7,None,na,0,0,0
7/1/2020,visitor_area,2,8,None,na,0,0,0
7/1/2020,visitor_area,2,9,None,na,0,0,0
7/1/2020,visitor_area,2,10,None,na,0,0,0
7/1/2020,rolling_thunder,2,1,ERISTR,flower,1,4,16
7/1/2020,rolling_thunder,2,1,TRIPRA,head,32,na,41
7/1/2020,rolling_thunder,2,2,RUDHIR,flower,1,6,13
7/1/2020,rolling_thunder,2,2,TRIPRA,head,32,na,7
7/1/2020,rolling_thunder,2,2,ERISTR,flower,1,1,5
7/1/2020,rolling_thunder,2,2,ACHMIL,head,48,3,4
7/1/2020,rolling_thunder,2,3,ERISTR,flower,1,1,2
7/1/2020,rolling_thunder,2,3,TRIPRA,head,32,na,16
7/1/2020,rolling_thunder,2,3,PLALAN,spike,13,1,1
7/1/2020,rolling_thunder,2,4,TRIPRA,head,32,na,16
7/1/2020,rolling_thunder,2,5,VERSTR,flower,1,1,22
7/1/2020,rolling_thunder,2,5,TRIPRA,head,32,na,20
7/1/2020,rolling_thunder,2,6,OENCLE,flower,1,1,4
7/1/2020,rolling_thunder,2,6,TRIPRA,head,32,na,9
7/1/2020,rolling_thunder,2,7,TRIPRA,head,32,na,24
7/1/2020,rolling_thunder,2,7,TRIREP,head,14,na,2
7/1/2020,rolling_thunder,2,7,ERISTR,flower,1,1,3
7/1/2020,rolling_thunder,2,8,TRIPRA,head,32,na,27
7/1/2020,rolling_thunder,2,9,TRIPRA,head,32,na,18
7/1/2020,rolling_thunder,2,9,RUDHIR,flower,1,1,3
7/1/2020,rolling_thunder,2,10,TRIPRA,head,32,na,13
7/1/2020,dougs_knob,1,1,TRIPRA,head,36,na,7
7/1/2020,dougs_knob,1,1,TRIHYB,head,11,na,15
7/1/2020,dougs_knob,1,1,ACHMIL,head,30,2,2
7/1/2020,dougs_knob,1,2,DIAARM,flower,1,1,1
7/1/2020,dougs_knob,1,2,ACHMIL,head,30,1,1
7/1/2020,dougs_knob,1,2,ERISTR,flower,1,2,7
7/1/2020,dougs_knob,1,3,ACHMIL,head,30,2,2
7/1/2020,dougs_knob,1,3,ERISTR,flower,1,1,5
7/1/2020,dougs_knob,1,4,CORPAL,flower,1,na,12
7/1/2020,dougs_knob,1,4,AMOCAN,spike,26,1,4
7/1/2020,dougs_knob,1,5,AMOCAN,spike,26,2,13
7/1/2020,dougs_knob,1,6,CORPAL,flower,1,na,3
7/1/2020,dougs_knob,1,6,AMOCAN,spike,26,1,6
7/1/2020,dougs_knob,1,7,None,na,0,0,0
7/1/2020,dougs_knob,1,8,CORPAL,flower,1,na,1
7/1/2020,dougs_knob,1,8,AMOCAN,spike,26,4,16
7/1/2020,dougs_knob,1,8,ECHPAL,flower,1,1,1
7/1/2020,dougs_knob,1,9,AMOCAN,spike,26,2,9
7/1/2020,dougs_knob,1,9,ECHPAL,flower,1,1,1
7/1/2020,dougs_knob,1,10,AMOCAN,spike,26,1,1
7/1/2020,dougs_knob,1,10,CORPAL,flower,1,na,6
7/1/2020,leopold_knob,1,1,RUDHIR,flower,1,1,1
7/1/2020,leopold_knob,1,2,POLPOL,flower,1,2,16
7/1/2020,leopold_knob,1,3,ACHMIL,head,41,4,9
7/1/2020,leopold_knob,1,4,AMOCAN,spike,13,1,30
7/1/2020,leopold_knob,1,5,TRIPRA,head,25,na,9
