Unique_ID,date,site,visit_number,surveyor,survery_start,survey_end,temp,start_sky,end_sky,bee_species,sex,flower_species,marked?,gps_point,notes
Nachusa2020_1995,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_1996,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_1997,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_1998,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_1999,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2000,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2001,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,fervidus,Female,MONFIS,,,
Nachusa2020_2002,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2003,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2004,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2005,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2006,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2007,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2008,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2009,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2010,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2011,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2012,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2013,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2014,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2015,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2016,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2017,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2018,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2019,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2020,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2021,7/23/2020,clear_creek_south,7,CRD,10:47:00 AM,11:08:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2022,7/23/2020,clear_creek_knolls,3,CRD,11:56:00 AM,12:20:00 PM,74,2,2,vagans,Female,LIAPYC,,,specimen needs ID
Nachusa2020_2023,7/23/2020,clear_creek_knolls,3,CRD,11:56:00 AM,12:20:00 PM,74,2,2,vagans,Female,RATPIN,,,
Nachusa2020_2024,7/23/2020,clear_creek_knolls,3,CRD,11:56:00 AM,12:20:00 PM,74,2,2,rufocinctus,Female,DALPUR,,,
Nachusa2020_2025,7/23/2020,clear_creek_knolls,3,CRD,11:56:00 AM,12:20:00 PM,74,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_2026,7/23/2020,clear_creek_knolls,3,CRD,11:56:00 AM,12:20:00 PM,74,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_2027,7/23/2020,clear_creek_knolls,3,CRD,11:56:00 AM,12:20:00 PM,74,2,2,rufocinctus,Female,RATPIN,,,
Nachusa2020_2028,7/23/2020,clear_creek_knolls,3,CRD,11:56:00 AM,12:20:00 PM,74,2,2,Bombus sp.,unknown,LIAPYC,,,"NO ID, extremely worn"
Nachusa2020_2029,7/23/2020,clear_creek_knolls,3,CRD,11:56:00 AM,12:20:00 PM,74,2,2,vagans,Female,RATPIN,,,
Nachusa2020_2030,7/23/2020,flag_lowden,3,CRD,1:14:00 PM,1:35:00 PM,75,2,2,impatiens,Female,MONFIS,,,
Nachusa2020_2031,7/23/2020,flag_lowden,3,CRD,1:14:00 PM,1:35:00 PM,75,2,2,rufocinctus,Female,RATPIN,,,
Nachusa2020_2032,7/23/2020,flag_lowden,3,CRD,1:14:00 PM,1:35:00 PM,75,2,2,griseocollis,Female,MONFIS,,,
Nachusa2020_2033,7/23/2020,flag_lowden,3,CRD,1:14:00 PM,1:35:00 PM,75,2,2,griseocollis,Female,MONFIS,,,
Nachusa2020_2034,7/23/2020,flag_lowden,3,CRD,1:14:00 PM,1:35:00 PM,75,2,2,auricomus,Male,RATPIN,,,perched; specimen taken
Nachusa2020_2035,7/23/2020,flag_lowden,3,CRD,1:14:00 PM,1:35:00 PM,75,2,2,rufocinctus,Female,RATPIN,,,
Nachusa2020_2036,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2037,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2038,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2039,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2040,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2041,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,bimaculatus,Female,MONFIS,,,
Nachusa2020_2042,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,vagans,Female,DESCAN,,,
Nachusa2020_2043,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2044,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2045,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2046,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2047,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,vagans,Female,MONFIS,,,
Nachusa2020_2048,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2049,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,vagans,Female,MONFIS,,,
Nachusa2020_2050,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,auricomus,Male,None,,,specimen taken
Nachusa2020_2051,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,auricomus,Female,MONFIS,,,MITES
Nachusa2020_2052,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2053,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2054,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,bimaculatus,Female,MONFIS,,,
Nachusa2020_2055,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2056,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2057,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2058,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2059,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2060,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2061,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2062,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2063,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,vagans,Female,MONFIS,,,
Nachusa2020_2064,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,rufocinctus,Female,RATPIN,,,
Nachusa2020_2065,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2066,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,auri/pens,Female,MONFIS,,,
Nachusa2020_2067,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2068,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,vagans,Female,MONFIS,,,
Nachusa2020_2069,7/24/2020,big_jump_center,1,CRD,9:19:00 AM,9:48:00 AM,71,1,1,vagans,Female,MONFIS,,,
Nachusa2020_2070,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2071,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2072,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2073,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_2074,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,vagans,Female,MONFIS,,,
Nachusa2020_2075,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2076,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2077,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2078,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2079,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2080,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2081,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2082,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2083,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2084,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,bimaculatus,Female,MONFIS,,,
Nachusa2020_2085,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2086,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,fervidus,Female,MONFIS,,,
Nachusa2020_2087,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2088,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2089,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,fervidus,Female,MONFIS,,,
Nachusa2020_2090,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,HYPPER,,,
Nachusa2020_2091,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2092,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2093,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2094,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2095,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2096,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,auri/pens,Female,MONFIS,,,
Nachusa2020_2097,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2098,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2099,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2100,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2101,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2102,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2103,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2104,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2105,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2106,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,auri/pens,Female,MONFIS,,,
Nachusa2020_2107,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,fervidus,Female,MONFIS,,,
Nachusa2020_2108,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2109,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2110,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2111,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2112,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2113,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2114,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2115,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2116,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2117,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2118,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2119,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,fervidus,Female,MONFIS,,,
Nachusa2020_2120,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,fervidus,Female,MONFIS,,,
Nachusa2020_2121,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2122,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2123,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2124,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2125,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2126,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2127,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,fervidus,Female,MONFIS,,,
Nachusa2020_2128,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2129,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,bimaculatus,Female,MONFIS,,,
Nachusa2020_2130,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2131,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2132,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,SOLCAR,,,
Nachusa2020_2133,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,bimaculatus,Female,MONFIS,,,
Nachusa2020_2134,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,bimaculatus,Female,MONFIS,,,
Nachusa2020_2135,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,bimaculatus,Female,MONFIS,,,
Nachusa2020_2136,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,rufocinctus,Female,MONFIS,,,
Nachusa2020_2137,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2138,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2139,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2140,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2141,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2142,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2143,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,rufocinctus,Female,RATPIN,,,
Nachusa2020_2144,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2145,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2146,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2147,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2148,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2149,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2150,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2151,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,auri/pens,Female,MONFIS,,,
Nachusa2020_2152,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2153,7/24/2020,big_jump_east,2,CRD,10:33:00 AM,10:58:00 AM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2154,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2155,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2156,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2157,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2158,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2159,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2160,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,rufocinctus,Female,RATPIN,,,
Nachusa2020_2161,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2162,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2163,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2164,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2165,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,vagans,Female,MONFIS,,,
Nachusa2020_2166,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2167,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2168,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2169,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2170,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,rufocinctus,Female,HELHEL,,,
Nachusa2020_2171,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2172,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2173,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,auri/pens,Female,MONFIS,,,
Nachusa2020_2174,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2175,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,auri/pens,Female,MONFIS,,,
Nachusa2020_2176,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2177,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,auri/pens,Female,MONFIS,,,
Nachusa2020_2178,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2179,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2180,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2181,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_2182,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_2183,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_2184,7/24/2020,clear_creek_south,8,CRD,11:49:00 AM,12:10:00 PM,78,1,1,griseocollis,Female,MONFIS,,,
